OrderID,Date,Customer,Product,Category,Quantity,UnitPrice,Discount,Revenue,City,Country,Salesperson,Year,Month,MonthName,YearMonth
105210,2023-01-03,Rhonda Martin,Ballpoint Pens (Box),Office Supplies,8,5.73,0.0,45.84,Lyon,France,Ivan Petrov,2023,1,January,2023-01
104015,2023-01-03,Christina Weber,Cookware Set,Home & Kitchen,10,229.12,0.0,2291.2,Chicago,United States,Brian Nguyen,2023,1,January,2023-01
101163,2023-01-03,Mitchell Griffith,Notebook Set,Office Supplies,5,7.99,0.0,39.95,London,United Kingdom,George Okafor,2023,1,January,2023-01
105732,2023-01-03,Nicole Barker,Camping Tent,Sports & Outdoors,7,230.35,0.2,1289.96,Tokyo,Japan,Brian Nguyen,2023,1,January,2023-01
109300,2023-01-03,Jason Stein,Usb-C Charger,Electronics,8,32.02,0.0,256.16,New York,United States,Elena Petrova,2023,1,January,2023-01
105821,2023-01-03,Brent Jordan,Yoga Mat,Sports & Outdoors,5,34.95,0.0,174.75,Mumbai,India,Ivan Petrov,2023,1,January,2023-01
106676,2023-01-03,Cynthia Moore,Standing Desk,Furniture,1,157.66,0.05,149.78,Osaka,Japan,Julia Romano,2023,1,January,2023-01
104645,2023-01-03,Steve Rivera,Cookware Set,Home & Kitchen,8,125.12,0.0,1000.96,Paris,France,Farah Haddad,2023,1,January,2023-01
109830,2023-01-03,Julie Alexander,Wireless Mouse,Electronics,4,28.15,0.0,112.6,Tokyo,Japan,Hana Suzuki,2023,1,January,2023-01
101258,2023-01-04,Kathleen Moran,Ballpoint Pens (Box),Office Supplies,7,3.8,0.0,26.6,Mumbai,India,Hana Suzuki,2023,1,January,2023-01
104032,2023-01-04,Michael Evans,Coffee Maker,Home & Kitchen,8,62.57,0.1,450.5,Lyon,France,David Kim,2023,1,January,2023-01
103632,2023-01-04,Jason Graves,4K Monitor,Electronics,3,209.57,0.1,565.84,Sydney,Australia,David Kim,2023,1,January,2023-01
102062,2023-01-04,Bonnie Santos,Cookware Set,Home & Kitchen,1,230.44,0.2,184.35,Munich,Germany,Brian Nguyen,2023,1,January,2023-01
107030,2023-01-04,David Molina,Winter Jacket,Apparel,5,109.95,0.0,549.75,Chicago,United States,Alice Carter,2023,1,January,2023-01
105751,2023-01-04,Susan Turner,Cookware Set,Home & Kitchen,7,120.68,0.15,718.05,Sydney,Australia,Hana Suzuki,2023,1,January,2023-01
106577,2023-01-04,Kim Morrow,Winter Jacket,Apparel,4,122.92,0.15,417.93,Lyon,France,Farah Haddad,2023,1,January,2023-01
101938,2023-01-04,Jose Schultz,Air Fryer,Home & Kitchen,3,58.92,0.2,141.41,Houston,United States,Elena Petrova,2023,1,January,2023-01
109204,2023-01-04,Mitchell Griffith,Coffee Maker,Home & Kitchen,6,115.9,0.0,695.4,Chicago,United States,David Kim,2023,1,January,2023-01
100753,2023-01-04,Nicholas Payne,Winter Jacket,Apparel,2,124.63,0.1,224.33,Manchester,United Kingdom,Brian Nguyen,2023,1,January,2023-01
108047,2023-01-04,Jessica Khan,Mechanical Keyboard,Electronics,1,49.0,0.0,49.0,Sydney,Australia,Elena Petrova,2023,1,January,2023-01
101104,2023-01-04,Jose Ramirez,Mechanical Keyboard,Electronics,6,118.02,0.2,566.5,Houston,United States,Carla Mendes,2023,1,January,2023-01
104503,2023-01-04,David Grant,Camping Tent,Sports & Outdoors,1,200.41,0.2,160.33,Barcelona,Spain,Brian Nguyen,2023,1,January,2023-01
106157,2023-01-04,Patricia Hayes,Wireless Mouse,Electronics,1,13.7,0.0,13.7,Chicago,United States,George Okafor,2023,1,January,2023-01
101191,2023-01-04,Brenda Wright,Running Shoes,Apparel,5,76.08,0.0,380.4,Vancouver,Canada,Julia Romano,2023,1,January,2023-01
103731,2023-01-05,Keith Graham,Bluetooth Speaker,Electronics,1,26.65,0.05,25.32,Sydney,Australia,Hana Suzuki,2023,1,January,2023-01
103818,2023-01-05,Suzanne Jones,Standing Desk,Furniture,10,167.9,0.0,1679.0,Tokyo,Japan,Julia Romano,2023,1,January,2023-01
101931,2023-01-05,Paul Jones,Cookware Set,Home & Kitchen,5,231.83,0.05,1101.19,Berlin,Germany,David Kim,2023,1,January,2023-01
100988,2023-01-05,Jesse Perez,4K Monitor,Electronics,1,311.61,0.1,280.45,Melbourne,Australia,George Okafor,2023,1,January,2023-01
104764,2023-01-05,Carlos Ryan,Printer Paper (Ream),Office Supplies,4,9.34,0.2,29.89,Madrid,Spain,Carla Mendes,2023,1,January,2023-01
106810,2023-01-05,Mark Brown,Cotton T-Shirt,Apparel,7,29.4,0.0,205.8,Melbourne,Australia,George Okafor,2023,1,January,2023-01
100563,2023-01-05,Tyler Harris,Blender,Home & Kitchen,8,97.23,0.05,738.95,Sao Paulo,Brazil,Ivan Petrov,2023,1,January,2023-01
103225,2023-01-05,Erica Alvarez,Winter Jacket,Apparel,8,128.44,0.1,924.77,London,United Kingdom,Alice Carter,2023,1,January,2023-01
103724,2023-01-05,Debra Davidson,Notebook Set,Office Supplies,7,5.89,0.0,41.23,Chicago,United States,David Kim,2023,1,January,2023-01
109561,2023-01-05,Elizabeth Sanders,Notebook Set,Office Supplies,2,14.81,0.05,28.14,Barcelona,Spain,Brian Nguyen,2023,1,January,2023-01
109582,2023-01-05,Zachary Cole,Usb-C Charger,Electronics,3,34.92,0.05,99.52,Delhi,India,George Okafor,2023,1,January,2023-01
100782,2023-01-06,Matthew Mcmillan,Standing Desk,Furniture,10,462.14,0.0,4621.4,Sao Paulo,Brazil,Alice Carter,2023,1,January,2023-01
105365,2023-01-06,Michelle Evans,Standing Desk,Furniture,10,448.08,0.0,4480.8,New York,United States,David Kim,2023,1,January,2023-01
104629,2023-01-06,Ryan Vaughn,Coffee Maker,Home & Kitchen,1,113.7,0.0,113.7,Dubai,United Arab Emirates,Brian Nguyen,2023,1,January,2023-01
100520,2023-01-06,Robert Gonzales,Camping Tent,Sports & Outdoors,3,273.7,0.0,821.1,Los Angeles,United States,Ivan Petrov,2023,1,January,2023-01
102891,2023-01-06,Tom Foster,Winter Jacket,Apparel,4,198.56,0.0,794.24,Chicago,United States,George Okafor,2023,1,January,2023-01
105166,2023-01-06,Justin Walker,Wireless Mouse,Electronics,10,21.08,0.15,179.18,New York,United States,George Okafor,2023,1,January,2023-01
103128,2023-01-06,Carly Riggs,Air Fryer,Home & Kitchen,2,169.73,0.2,271.57,Manchester,United Kingdom,Ivan Petrov,2023,1,January,2023-01
103747,2023-01-06,Lori Ingram,Bluetooth Speaker,Electronics,6,86.01,0.0,516.06,Melbourne,Australia,Julia Romano,2023,1,January,2023-01
100504,2023-01-06,Ashley Hall,Camping Tent,Sports & Outdoors,3,145.49,0.1,392.82,Berlin,Germany,Alice Carter,2023,1,January,2023-01
105271,2023-01-06,Robert Reese,Notebook Set,Office Supplies,10,14.71,0.0,147.1,New York,United States,George Okafor,2023,1,January,2023-01
109497,2023-01-06,Wayne Morgan,Cookware Set,Home & Kitchen,8,229.99,0.2,1471.94,London,United Kingdom,Elena Petrova,2023,1,January,2023-01
109608,2023-01-06,Heather Woodard,Wireless Mouse,Electronics,5,17.95,0.05,85.26,Munich,Germany,Alice Carter,2023,1,January,2023-01
108975,2023-01-06,Todd Reynolds,Cotton T-Shirt,Apparel,7,23.74,0.0,166.18,Vancouver,Canada,Julia Romano,2023,1,January,2023-01
105482,2023-01-07,Lisa Allen,Laptop Stand,Office Supplies,4,30.82,0.1,110.95,Berlin,Germany,Hana Suzuki,2023,1,January,2023-01
104859,2023-01-07,Sherri Baker,Cookware Set,Home & Kitchen,3,210.17,0.2,504.41,Madrid,Spain,Brian Nguyen,2023,1,January,2023-01
101095,2023-01-07,Jennifer Nichols,Office Chair,Furniture,7,284.6,0.15,1693.37,Munich,Germany,Alice Carter,2023,1,January,2023-01
100155,2023-01-07,Margaret Coleman,Laptop Stand,Office Supplies,5,21.83,0.0,109.15,Lyon,France,Julia Romano,2023,1,January,2023-01
100628,2023-01-07,Alfred Galvan,Notebook Set,Office Supplies,9,10.96,0.0,98.64,Munich,Germany,David Kim,2023,1,January,2023-01
100312,2023-01-07,Suzanne Wood,Blender,Home & Kitchen,2,39.67,0.0,79.34,Munich,Germany,Julia Romano,2023,1,January,2023-01
103611,2023-01-07,Casey Wilkins,Printer Paper (Ream),Office Supplies,5,6.8,0.0,34.0,Mumbai,India,George Okafor,2023,1,January,2023-01
104537,2023-01-07,Louis Martin,Bluetooth Speaker,Electronics,3,38.76,0.15,98.84,Dubai,United Arab Emirates,Ivan Petrov,2023,1,January,2023-01
100067,2023-01-07,Michael Lopez,Wireless Mouse,Electronics,10,27.13,0.05,257.74,Melbourne,Australia,George Okafor,2023,1,January,2023-01
107829,2023-01-07,Allison Hickman,Ballpoint Pens (Box),Office Supplies,6,6.64,0.0,39.84,Lyon,France,Julia Romano,2023,1,January,2023-01
101711,2023-01-07,Jillian Wilson,Mechanical Keyboard,Electronics,2,51.48,0.15,87.52,Manchester,United Kingdom,Alice Carter,2023,1,January,2023-01
109429,2023-01-07,Kelly Lee,Yoga Mat,Sports & Outdoors,2,37.61,0.2,60.18,Tokyo,Japan,Carla Mendes,2023,1,January,2023-01
104587,2023-01-08,Zachary Robinson,Usb-C Charger,Electronics,3,22.59,0.15,57.6,Dubai,United Arab Emirates,Carla Mendes,2023,1,January,2023-01
105161,2023-01-08,Jennifer Morris,Blender,Home & Kitchen,4,75.79,0.0,303.16,Vancouver,Canada,Carla Mendes,2023,1,January,2023-01
102138,2023-01-08,Jessica Gross,4K Monitor,Electronics,3,200.05,0.2,480.12,Tokyo,Japan,Alice Carter,2023,1,January,2023-01
107391,2023-01-08,Arthur Mcneil,Cotton T-Shirt,Apparel,7,16.54,0.15,98.41,Sao Paulo,Brazil,Elena Petrova,2023,1,January,2023-01
109352,2023-01-08,Lisa Archer,4K Monitor,Electronics,9,178.24,0.05,1523.95,Vancouver,Canada,Carla Mendes,2023,1,January,2023-01
103016,2023-01-08,Jerry Brown,4K Monitor,Electronics,1,353.87,0.15,300.79,Melbourne,Australia,Julia Romano,2023,1,January,2023-01
107454,2023-01-08,Lori Simmons,Notebook Set,Office Supplies,8,8.21,0.0,65.68,Dubai,United Arab Emirates,Alice Carter,2023,1,January,2023-01
103137,2023-01-08,Dr. Andrea Marshall,Laptop Stand,Office Supplies,9,34.15,0.1,276.61,Toronto,Canada,Elena Petrova,2023,1,January,2023-01
106778,2023-01-08,Casey Gillespie,Cotton T-Shirt,Apparel,3,33.55,0.0,100.65,Madrid,Spain,Carla Mendes,2023,1,January,2023-01
105588,2023-01-08,Tricia Valencia,Printer Paper (Ream),Office Supplies,9,4.84,0.1,39.2,Rio De Janeiro,Brazil,Julia Romano,2023,1,January,2023-01
104647,2023-01-08,Jeffrey Mendez,Desk Lamp,Furniture,10,37.45,0.05,355.78,Los Angeles,United States,Alice Carter,2023,1,January,2023-01
101050,2023-01-08,Robert Haynes,Coffee Maker,Home & Kitchen,8,54.36,0.0,434.88,London,United Kingdom,Brian Nguyen,2023,1,January,2023-01
106668,2023-01-08,Tina Sanders,Standing Desk,Furniture,7,215.73,0.1,1359.1,Berlin,Germany,David Kim,2023,1,January,2023-01
107428,2023-01-09,Ryan Murphy,Bluetooth Speaker,Electronics,1,67.4,0.1,60.66,Chicago,United States,Hana Suzuki,2023,1,January,2023-01
103379,2023-01-09,Tom Foster,Ballpoint Pens (Box),Office Supplies,1,5.73,0.1,5.16,Manchester,United Kingdom,Julia Romano,2023,1,January,2023-01
105409,2023-01-09,Chad Jones,Air Fryer,Home & Kitchen,8,53.16,0.15,361.49,Delhi,India,Hana Suzuki,2023,1,January,2023-01
102446,2023-01-09,Steven Rivera,Ballpoint Pens (Box),Office Supplies,6,4.44,0.1,23.98,Sydney,Australia,Brian Nguyen,2023,1,January,2023-01
104125,2023-01-09,Jason Beck,Laptop Stand,Office Supplies,1,17.7,0.0,17.7,Toronto,Canada,Farah Haddad,2023,1,January,2023-01
101246,2023-01-09,Anthony Everett,Air Fryer,Home & Kitchen,4,57.42,0.15,195.23,Delhi,India,Elena Petrova,2023,1,January,2023-01
105332,2023-01-09,Sharon Boyd,Ballpoint Pens (Box),Office Supplies,6,5.63,0.05,32.09,Lyon,France,Carla Mendes,2023,1,January,2023-01
104266,2023-01-09,Franklin Wright,Standing Desk,Furniture,5,411.71,0.2,1646.84,Toronto,Canada,Ivan Petrov,2023,1,January,2023-01
106756,2023-01-09,Vickie Anderson,Notebook Set,Office Supplies,8,7.61,0.1,54.79,London,United Kingdom,Farah Haddad,2023,1,January,2023-01
105700,2023-01-09,James Oconnor,Water Bottle,Sports & Outdoors,10,18.27,0.05,173.56,Rio De Janeiro,Brazil,Ivan Petrov,2023,1,January,2023-01
103261,2023-01-09,Jordan Williams,Printer Paper (Ream),Office Supplies,4,9.45,0.15,32.13,Manchester,United Kingdom,Hana Suzuki,2023,1,January,2023-01
104470,2023-01-09,Lucas Schultz,Notebook Set,Office Supplies,1,9.27,0.0,9.27,Barcelona,Spain,Ivan Petrov,2023,1,January,2023-01
103893,2023-01-09,William Harrison,Printer Paper (Ream),Office Supplies,8,8.93,0.15,60.72,Toronto,Canada,Elena Petrova,2023,1,January,2023-01
106102,2023-01-09,Ashley Parrish,4K Monitor,Electronics,5,320.5,0.1,1442.25,Houston,United States,Elena Petrova,2023,1,January,2023-01
100601,2023-01-09,Kiara Mcintyre,Bluetooth Speaker,Electronics,3,43.34,0.15,110.52,Sydney,Australia,Alice Carter,2023,1,January,2023-01
101725,2023-01-09,Evelyn Galvan,Cookware Set,Home & Kitchen,2,78.44,0.0,156.88,New York,United States,Farah Haddad,2023,1,January,2023-01
105241,2023-01-09,Jeremy Mitchell,Standing Desk,Furniture,10,320.68,0.0,3206.8,Sydney,Australia,Hana Suzuki,2023,1,January,2023-01
105389,2023-01-09,Maria Henderson,Standing Desk,Furniture,1,233.95,0.0,233.95,London,United Kingdom,David Kim,2023,1,January,2023-01
109911,2023-01-10,William Harrison,Printer Paper (Ream),Office Supplies,4,7.33,0.0,29.32,Tokyo,Japan,Julia Romano,2023,1,January,2023-01
108407,2023-01-10,Amber Walker,Ballpoint Pens (Box),Office Supplies,8,7.36,0.1,52.99,New York,United States,George Okafor,2023,1,January,2023-01
104924,2023-01-10,Todd Rosales Md,Bluetooth Speaker,Electronics,4,53.54,0.15,182.04,Paris,France,Carla Mendes,2023,1,January,2023-01
103363,2023-01-10,Karen Keith,Bluetooth Speaker,Electronics,9,60.94,0.15,466.19,Houston,United States,David Kim,2023,1,January,2023-01
108759,2023-01-10,Robert Richardson,Yoga Mat,Sports & Outdoors,10,17.59,0.0,175.9,Tokyo,Japan,Brian Nguyen,2023,1,January,2023-01
100608,2023-01-10,Candace Mitchell,Desk Lamp,Furniture,7,43.39,0.2,242.98,Manchester,United Kingdom,Hana Suzuki,2023,1,January,2023-01
105672,2023-01-10,Jason Nixon,Usb-C Charger,Electronics,7,33.75,0.1,212.62,Delhi,India,Farah Haddad,2023,1,January,2023-01
101570,2023-01-10,Michael Bradshaw,Coffee Maker,Home & Kitchen,8,55.8,0.0,446.4,Sao Paulo,Brazil,Hana Suzuki,2023,1,January,2023-01
108450,2023-01-10,Donna Frye,Ballpoint Pens (Box),Office Supplies,8,3.94,0.0,31.52,Dubai,United Arab Emirates,George Okafor,2023,1,January,2023-01
101463,2023-01-10,Nathan Nelson,4K Monitor,Electronics,9,337.25,0.05,2883.49,Madrid,Spain,Elena Petrova,2023,1,January,2023-01
107638,2023-01-10,Fred Smith,Notebook Set,Office Supplies,3,5.4,0.15,13.77,Munich,Germany,Brian Nguyen,2023,1,January,2023-01
101322,2023-01-10,Nicholas Rush,Laptop Stand,Office Supplies,2,39.36,0.0,78.72,Osaka,Japan,Julia Romano,2023,1,January,2023-01
108893,2023-01-10,Alison Brown,Desk Lamp,Furniture,1,51.19,0.0,51.19,Manchester,United Kingdom,George Okafor,2023,1,January,2023-01
103643,2023-01-10,Steven Blevins,Mechanical Keyboard,Electronics,1,90.12,0.1,81.11,Munich,Germany,Farah Haddad,2023,1,January,2023-01
101127,2023-01-10,Jason Graves,Office Chair,Furniture,4,256.96,0.15,873.66,Tokyo,Japan,Brian Nguyen,2023,1,January,2023-01
101118,2023-01-10,Kathryn Price,Cookware Set,Home & Kitchen,4,174.31,0.0,697.24,Madrid,Spain,Farah Haddad,2023,1,January,2023-01
103588,2023-01-10,Ruben Dunn,Cotton T-Shirt,Apparel,7,31.64,0.2,177.18,Los Angeles,United States,Elena Petrova,2023,1,January,2023-01
107971,2023-01-10,Michael Brown,Notebook Set,Office Supplies,2,9.19,0.15,15.62,Toronto,Canada,Elena Petrova,2023,1,January,2023-01
102494,2023-01-11,Samuel Wong,Wireless Mouse,Electronics,1,15.42,0.2,12.34,Vancouver,Canada,Ivan Petrov,2023,1,January,2023-01
107366,2023-01-11,Jodi Roach,Running Shoes,Apparel,8,96.25,0.05,731.5,Rio De Janeiro,Brazil,Farah Haddad,2023,1,January,2023-01
100946,2023-01-11,Lisa Evans,Cookware Set,Home & Kitchen,1,128.74,0.05,122.3,Toronto,Canada,Brian Nguyen,2023,1,January,2023-01
101157,2023-01-11,Lisa Ramirez,Coffee Maker,Home & Kitchen,5,36.89,0.1,166.0,Melbourne,Australia,Ivan Petrov,2023,1,January,2023-01
100742,2023-01-11,Angel Perry,Cookware Set,Home & Kitchen,3,191.15,0.0,573.45,Delhi,India,Alice Carter,2023,1,January,2023-01
108031,2023-01-11,Michael Abbott,Cotton T-Shirt,Apparel,9,10.3,0.0,92.7,Madrid,Spain,Alice Carter,2023,1,January,2023-01
106181,2023-01-11,Brandi Haney,Blender,Home & Kitchen,8,74.52,0.0,596.16,Paris,France,Carla Mendes,2023,1,January,2023-01
109875,2023-01-11,Anthony Everett,Water Bottle,Sports & Outdoors,6,17.7,0.1,95.58,Osaka,Japan,Farah Haddad,2023,1,January,2023-01
101491,2023-01-11,Haley Johnson,Laptop Stand,Office Supplies,1,22.94,0.2,18.35,Vancouver,Canada,Hana Suzuki,2023,1,January,2023-01
101698,2023-01-11,Joseph Smith,Air Fryer,Home & Kitchen,5,90.27,0.05,428.78,Dubai,United Arab Emirates,George Okafor,2023,1,January,2023-01
106768,2023-01-12,Allen Mendez,Ballpoint Pens (Box),Office Supplies,2,7.97,0.0,15.94,Chicago,United States,George Okafor,2023,1,January,2023-01
108164,2023-01-12,Raymond Chapman,Water Bottle,Sports & Outdoors,5,22.11,0.1,99.5,Delhi,India,Julia Romano,2023,1,January,2023-01
105134,2023-01-12,Michael Miller,Wireless Mouse,Electronics,7,12.11,0.0,84.77,Delhi,India,Carla Mendes,2023,1,January,2023-01
103476,2023-01-12,Richard Cooper,Coffee Maker,Home & Kitchen,2,125.96,0.15,214.13,New York,United States,Carla Mendes,2023,1,January,2023-01
101984,2023-01-12,Carol Sanders,Office Chair,Furniture,2,128.06,0.0,256.12,Berlin,Germany,Brian Nguyen,2023,1,January,2023-01
108104,2023-01-12,Joseph Coleman,Bluetooth Speaker,Electronics,4,40.29,0.15,136.99,London,United Kingdom,David Kim,2023,1,January,2023-01
105968,2023-01-12,Hannah Martin,Cookware Set,Home & Kitchen,8,133.23,0.1,959.26,Chicago,United States,Carla Mendes,2023,1,January,2023-01
109418,2023-01-12,William Harrison,Laptop Stand,Office Supplies,9,28.26,0.15,216.19,Melbourne,Australia,Carla Mendes,2023,1,January,2023-01
104054,2023-01-12,Kristen Sloan,Cookware Set,Home & Kitchen,1,190.14,0.0,190.14,Paris,France,Ivan Petrov,2023,1,January,2023-01
109935,2023-01-12,Theresa Clark,Cotton T-Shirt,Apparel,5,26.23,0.15,111.48,Manchester,United Kingdom,Julia Romano,2023,1,January,2023-01
105677,2023-01-12,William Graham,Water Bottle,Sports & Outdoors,3,14.43,0.1,38.96,Chicago,United States,Alice Carter,2023,1,January,2023-01
104110,2023-01-12,Suzanne Wood,Desk Lamp,Furniture,6,42.64,0.0,255.84,Madrid,Spain,Ivan Petrov,2023,1,January,2023-01
101354,2023-01-12,William Baker,Wireless Mouse,Electronics,2,15.67,0.1,28.21,Madrid,Spain,Julia Romano,2023,1,January,2023-01
109446,2023-01-12,Peter Thompson,Bluetooth Speaker,Electronics,6,37.14,0.1,200.56,Berlin,Germany,George Okafor,2023,1,January,2023-01
103875,2023-01-13,Maria Parker,Camping Tent,Sports & Outdoors,1,244.75,0.15,208.04,Vancouver,Canada,Farah Haddad,2023,1,January,2023-01
107803,2023-01-13,Elizabeth Oliver Dds,Air Fryer,Home & Kitchen,2,118.42,0.1,213.16,Munich,Germany,Brian Nguyen,2023,1,January,2023-01
107517,2023-01-13,Laura Griffin,Blender,Home & Kitchen,2,31.81,0.15,54.08,Munich,Germany,Julia Romano,2023,1,January,2023-01
107948,2023-01-13,Jonathan Jacobson,Water Bottle,Sports & Outdoors,10,9.75,0.2,78.0,Berlin,Germany,Carla Mendes,2023,1,January,2023-01
104422,2023-01-13,Kirk Carter,Wireless Mouse,Electronics,7,15.88,0.0,111.16,Chicago,United States,David Kim,2023,1,January,2023-01
107677,2023-01-13,Alexa Buck,Wireless Mouse,Electronics,7,24.65,0.2,138.04,Barcelona,Spain,Alice Carter,2023,1,January,2023-01
104748,2023-01-13,Desiree Tyler,Bluetooth Speaker,Electronics,4,51.88,0.15,176.39,Munich,Germany,Brian Nguyen,2023,1,January,2023-01
101009,2023-01-13,David Alvarez,Water Bottle,Sports & Outdoors,4,13.58,0.0,54.32,Houston,United States,Julia Romano,2023,1,January,2023-01
103730,2023-01-13,Katherine Martinez,Desk Lamp,Furniture,9,40.35,0.0,363.15,Sydney,Australia,George Okafor,2023,1,January,2023-01
109586,2023-01-13,Eric Thomas,Mechanical Keyboard,Electronics,4,71.63,0.2,229.22,Melbourne,Australia,Farah Haddad,2023,1,January,2023-01
109498,2023-01-13,Scott Thomas,Wireless Mouse,Electronics,5,14.68,0.1,66.06,Los Angeles,United States,Farah Haddad,2023,1,January,2023-01
102261,2023-01-13,Helen Jones,Running Shoes,Apparel,2,101.66,0.05,193.15,Lyon,France,Brian Nguyen,2023,1,January,2023-01
105785,2023-01-13,Michele Williams,Office Chair,Furniture,8,262.19,0.0,2097.52,Chicago,United States,George Okafor,2023,1,January,2023-01
103583,2023-01-13,Mary Jensen,Air Fryer,Home & Kitchen,8,125.78,0.1,905.62,Sao Paulo,Brazil,Julia Romano,2023,1,January,2023-01
109936,2023-01-14,Christian Leblanc,Office Chair,Furniture,1,283.65,0.1,255.28,Dubai,United Arab Emirates,David Kim,2023,1,January,2023-01
103648,2023-01-14,Rebecca Jackson,Usb-C Charger,Electronics,6,22.76,0.05,129.73,Sao Paulo,Brazil,Ivan Petrov,2023,1,January,2023-01
105756,2023-01-14,Evelyn Martinez,Notebook Set,Office Supplies,5,11.29,0.2,45.16,Berlin,Germany,Brian Nguyen,2023,1,January,2023-01
106639,2023-01-14,Jennifer Taylor,Printer Paper (Ream),Office Supplies,4,11.83,0.05,44.95,Delhi,India,David Kim,2023,1,January,2023-01
106194,2023-01-14,Carol Sanders,Mechanical Keyboard,Electronics,3,54.91,0.05,156.49,Lyon,France,Alice Carter,2023,1,January,2023-01
108915,2023-01-14,Shelley Miller,Yoga Mat,Sports & Outdoors,10,39.88,0.0,398.8,Houston,United States,George Okafor,2023,1,January,2023-01
109194,2023-01-14,Matthew Wright,Wireless Mouse,Electronics,8,26.79,0.15,182.17,Delhi,India,Hana Suzuki,2023,1,January,2023-01
108253,2023-01-14,Maria Coleman,Printer Paper (Ream),Office Supplies,7,5.55,0.0,38.85,Tokyo,Japan,Alice Carter,2023,1,January,2023-01
102184,2023-01-14,Krista Benton,Yoga Mat,Sports & Outdoors,9,20.67,0.0,186.03,Delhi,India,Hana Suzuki,2023,1,January,2023-01
