OrderID,Date,Customer,Product,Category,Quantity,UnitPrice,Discount,Revenue,City,Country,Salesperson
109796,2023-11-28,denise martinez,Laptop Stand,Office Supplies,10,22.15,0.2,177.2,New York,united states,Farah Haddad
101166,2023-03-28,  RICHARD SMITH  ,Printer Paper (Ream),Office Supplies,7,4.07,0.05,27.07,London,United Kingdom,George Okafor
109415,2023-08-08,Terry Jones,camping tent,Sports & Outdoors,6,176.59,0.0,1059.54,Madrid,  SPAIN  ,Farah Haddad
102181,2024-05-06,amanda jones,Notebook Set,Office Supplies,3,9.25,0.0,27.75,Berlin,Germany,Elena Petrova
106377,2023-07-09,Lauren Jackson,Mechanical Keyboard,Electronics,10,106.29,0.15,903.47,London,United Kingdom,David Kim
104742,2024-01-20,Jenna Wilson,Laptop Stand,Office Supplies,3,22.58,0.2,54.19,Mumbai,India,Farah Haddad
102551,2024-10-08,Patrick Yang,  LAPTOP STAND  ,Office Supplies,1,25.36,0.0,25.36,Houston,United States,Farah Haddad
101236,2024-01-27,Angela Lopez,Water Bottle,Sports & Outdoors,3,21.73,0.0,65.19,  SAO PAULO  ,Brazil,Elena Petrova
105774,2023-08-11,Darryl Acosta,Notebook Set,Office Supplies,7,10.4,0.0,72.8,Vancouver,Canada,Alice Carter
106007,2024-05-18,ryan munoz,USB-C Charger,Electronics,3,38.68,0.0,116.04,Barcelona,  SPAIN  ,Ivan Petrov
101863,2023-04-13,Danielle Watson,Blender,Home & Kitchen,8,88.72,0.0,709.76,  MANCHESTER  ,United Kingdom,Hana Suzuki
108482,2023-09-16,Aaron Miller,4K Monitor,Electronics,9,246.67,0.15,1887.03,Tokyo,Japan,Hana Suzuki
106495,2023-01-30,susan murray md,Ballpoint Pens (Box),Office Supplies,9,5.67,0.0,51.03,Munich,Germany,Brian Nguyen
109592,2023-12-22,  TAYLOR CARLSON  ,Ballpoint Pens (Box),Office Supplies,1,6.53,0.15,5.55,Mumbai,India,Farah Haddad
104651,2023-11-19,,Printer Paper (Ream),Office Supplies,3,4.86,,14.58,,United Kingdom,ivan petrov
107507,2024-05-14,Sarah Brooks,Cookware Set,Home & Kitchen,8,160.8,0.0,1286.4,Tokyo,  JAPAN  ,Elena Petrova
107331,2023-11-26,William Evans,4K Monitor,Electronics,10,195.7,0.0,1957.0,Tokyo,  JAPAN  ,Brian Nguyen
105654,2023-02-13,Matthew Schwartz,Winter Jacket,Apparel,3,154.41,0.0,463.23,Vancouver,Canada,Ivan Petrov
105186,2024-12-06,Patricia Rodriguez,usb-c charger,Electronics,5,18.69,0.0,93.45,berlin,Germany,Brian Nguyen
107643,2024-02-21,Christian Dawson,  4K MONITOR  ,Electronics,5,158.7,0.1,714.15,houston,  UNITED STATES  ,David Kim
106577,2023-01-04,kim morrow,Winter Jacket,Apparel,4,122.92,0.15,417.93,Lyon,  FRANCE  ,Farah Haddad
106713,2024-03-15,Sharon Newton,air fryer,Home & Kitchen,3,99.52,0.0,298.56,Paris,France,David Kim
103640,2023-04-23,Richard Stevens,Yoga Mat,Sports & Outdoors,7,20.77,0.0,145.39,Melbourne,Australia,Elena Petrova
100527,2024-04-01,Michael Miller,Printer Paper (Ream),Office Supplies,6,5.07,0.05,28.9,Sydney,Australia,Hana Suzuki
107935,2023-11-13,  STEPHANIE BYRD  ,Camping Tent,Sports & Outdoors,1,209.57,0.05,199.09,Los Angeles,United States,Alice Carter
101604,2024-04-02,  LORI HERNANDEZ  ,Wireless Mouse,Electronics,4,18.88,0.05,71.74,Los Angeles,United States,David Kim
108728,2024-12-23,Ryan Landry,Winter Jacket,Apparel,7,109.39,0.2,612.58,Dubai,United Arab Emirates,Hana Suzuki
106166,2024-09-08,Courtney Rodriguez,Bluetooth Speaker,Electronics,8,70.27,0.0,562.16,Houston,United States,Julia Romano
101224,2023-06-03,Shannon Yu,Standing Desk,Furniture,10,176.97,0.2,1415.76,Barcelona,Spain,Carla Mendes
101735,2023-09-16,nancy brown,Blender,Home & Kitchen,7,91.83,0.0,642.81,Lyon,  FRANCE  ,  IVAN PETROV  
109618,2023-11-15,joshua garcia,Wireless Mouse,Electronics,8,10.63,0.15,72.28,London,United Kingdom,Elena Petrova
100881,2023-11-21,Scott Alexander,Office Chair,Furniture,3,269.07,0.05,766.85,Tokyo,Japan,alice carter
102909,2024-11-02,  MRS. VIRGINIA DANIELS  ,Running Shoes,Apparel,2,61.69,0.0,123.38,Rio de Janeiro,Brazil,Hana Suzuki
107803,2023-01-13,Elizabeth Oliver DDS,Air Fryer,Home & Kitchen,2,118.42,0.1,213.16,  MUNICH  ,  GERMANY  ,Brian Nguyen
101329,2023-06-29,Jennifer Jones,Desk Lamp,Furniture,9,55.09,0.05,471.02,Mumbai,India,Farah Haddad
100175,2023-06-12,David Grant,Cotton T-Shirt,Apparel,9,34.77,0.1,281.64,Rio de Janeiro,Brazil,George Okafor
106977,2023-06-11,Edward Jenkins,Coffee Maker,Home & Kitchen,10,44.18,0.2,353.44,Sao Paulo,Brazil,Hana Suzuki
102212,2024-05-26,Barbara Hester,Running Shoes,Apparel,2,48.24,0.0,96.48,Mumbai,India,Carla Mendes
105254,2023-12-24,Jacob Santos,Standing Desk,Furniture,2,459.49,0.0,918.98,Los Angeles,united states,alice carter
107832,2024-01-07,Mary Miller,Desk Lamp,Furniture,1,32.32,0.0,32.32,Sydney,Australia,  ALICE CARTER  
104831,2023-11-24,Troy Mills,Winter Jacket,Apparel,1,111.78,0.0,111.78,Melbourne,Australia,Alice Carter
105967,2024-05-19,,4k monitor,Electronics,4,354.8,,1419.2,,Spain,David Kim
109815,2023-12-16,Patricia Young PhD,Cookware Set,Home & Kitchen,4,215.86,0.2,690.75,Lyon,France,Brian Nguyen
105266,2024-02-28,susan thompson,Mechanical Keyboard,Electronics,5,52.97,0.05,251.61,Houston,United States,Elena Petrova
100188,2024-12-09,samantha garcia,Bluetooth Speaker,Electronics,3,43.53,0.0,130.59,sydney,  AUSTRALIA  ,David Kim
104548,2024-02-29,Holly Scott,Mechanical Keyboard,Electronics,8,70.39,0.0,563.12,Munich,Germany,David Kim
104994,2024-07-27,Elizabeth Dean,4K Monitor,Electronics,2,326.07,0.0,652.14,Dubai,United Arab Emirates,Carla Mendes
104740,2024-02-08,Casey Gillespie,Blender,Home & Kitchen,10,68.68,0.0,686.8,Paris,France,Elena Petrova
103348,2023-03-12,Jim Newton,Cookware Set,Home & Kitchen,5,184.5,0.15,784.12,Madrid,Spain,George Okafor
104962,2023-12-05,,  YOGA MAT  ,Sports & Outdoors,9,44.77,,342.49,,United States,Elena Petrova
102041,2024-12-04,Amy Silva,USB-C Charger,Electronics,5,22.2,0.0,111.0,Paris,France,Elena Petrova
100512,2024-11-28,jack white,Ballpoint Pens (Box),Office Supplies,2,6.6,0.0,13.2,  DELHI  ,India,David Kim
106378,2024-09-19,Virginia Casey,  AIR FRYER  ,Home & Kitchen,1,176.25,0.2,141.0,New York,United States,David Kim
106887,2023-09-04,,4K Monitor,Electronics,2,398.56,,717.41,,Japan,Elena Petrova
107579,2023-04-28,John Whitehead,Winter Jacket,Apparel,8,146.5,0.0,1172.0,Dubai,United Arab Emirates,Alice Carter
107475,2024-08-23,Susan Conley,winter jacket,Apparel,1,80.05,0.0,80.05,  VANCOUVER  ,Canada,Brian Nguyen
109734,2024-12-28,Elizabeth Oliver DDS,desk lamp,Furniture,4,41.76,0.15,141.98,Mumbai,India,Julia Romano
102381,2024-12-28,David Davis,  WINTER JACKET  ,Apparel,4,83.6,0.15,284.24,Munich,  GERMANY  ,David Kim
101572,2024-05-09,David Molina,desk lamp,Furniture,3,39.7,0.0,119.1,Mumbai,India,elena petrova
103124,2024-08-28,Alicia Li,Standing Desk,Furniture,1,493.41,0.0,493.41,Houston,United States,George Okafor
100617,2023-11-10,Kenneth Lewis,Air Fryer,Home & Kitchen,2,91.86,0.1,165.35,Osaka,Japan,Alice Carter
103855,2023-03-05,Kiara Mcintyre,Camping Tent,Sports & Outdoors,3,276.72,0.1,747.14,Toronto,canada,  CARLA MENDES  
109520,2023-08-17,shannon green,mechanical keyboard,Electronics,1,51.73,0.2,41.38,Osaka,Japan,Hana Suzuki
108050,2024-06-21,Veronica Simpson,Desk Lamp,Furniture,3,34.49,0.05,98.3,Lyon,France,Brian Nguyen
102769,2023-10-19,jenna larson,Running Shoes,Apparel,9,92.28,0.2,664.42,Delhi,India,Julia Romano
106764,2023-05-04,Cesar Wilson,Laptop Stand,Office Supplies,7,31.02,0.15,184.57,Melbourne,Australia,  BRIAN NGUYEN  
109008,2024-12-05,Kaitlin Medina,Printer Paper (Ream),Office Supplies,7,5.14,0.2,28.78,London,United Kingdom,Ivan Petrov
100964,2024-12-07,William Evans,Notebook Set,Office Supplies,3,9.86,0.0,29.58,Sao Paulo,Brazil,David Kim
109596,2024-03-14,jasmine frye,Cookware Set,Home & Kitchen,1,76.31,0.0,76.31,Toronto,Canada,  GEORGE OKAFOR  
107747,2024-08-12,  DARRYL ACOSTA  ,laptop stand,Office Supplies,5,30.03,0.15,127.63,  BARCELONA  ,Spain,Brian Nguyen
105168,2023-09-02,James Gilbert,Blender,Home & Kitchen,8,52.68,0.2,337.15,Barcelona,Spain,Brian Nguyen
104360,2023-11-03,Carol Taylor,Bluetooth Speaker,Electronics,8,30.79,0.0,246.32,London,  UNITED KINGDOM  ,Alice Carter
107685,2023-12-23,David Smith,Coffee Maker,Home & Kitchen,8,53.61,0.15,364.55,Munich,Germany,George Okafor
100229,2023-04-03,Natalie Malone,Cotton T-Shirt,Apparel,5,22.47,0.05,106.73,New York,United States,Hana Suzuki
106613,2023-11-07,Nicholas Carlson,  BALLPOINT PENS (BOX)  ,Office Supplies,3,4.28,0.0,12.84,Houston,United States,Julia Romano
105679,2024-03-17,Sara Johnston,Mechanical Keyboard,Electronics,1,85.78,0.2,68.62,New York,United States,  GEORGE OKAFOR  
107248,2023-12-14,Eric Taylor,Blender,Home & Kitchen,9,25.15,0.0,226.35,Chicago,United States,Ivan Petrov
106530,2024-10-18,Michelle Ho,Standing Desk,Furniture,3,257.77,0.0,773.31,manchester,United Kingdom,Elena Petrova
103553,2024-06-09,James Watson,Camping Tent,Sports & Outdoors,7,260.89,0.2,1460.98,New York,United States,Carla Mendes
100329,2024-12-21,Cameron Fisher,winter jacket,Apparel,4,122.21,0.0,488.84,  BERLIN  ,Germany,Julia Romano
107574,2023-09-18,jenna wilson,Running Shoes,Apparel,2,120.11,0.05,228.21,  MADRID  ,Spain,Hana Suzuki
104515,2024-04-05,Alexis Harris,Water Bottle,Sports & Outdoors,4,15.61,0.15,53.07,sao paulo,Brazil,David Kim
101080,2023-11-15,Joann Glass,Standing Desk,Furniture,7,327.6,0.15,1949.22,Sydney,Australia,  DAVID KIM  
103971,2024-09-18,Maria Jones,Cotton T-Shirt,Apparel,1,34.41,0.0,34.41,Sao Paulo,Brazil,  ALICE CARTER  
102555,2023-07-08,Allison Hickman,4K Monitor,Electronics,7,228.86,0.2,1281.62,Vancouver,Canada,Brian Nguyen
101320,2024-12-05,kim morrow,Bluetooth Speaker,Electronics,10,37.03,0.05,351.78,Munich,Germany,Brian Nguyen
105879,2023-11-11,Mr. Lawrence Edwards,Bluetooth Speaker,Electronics,4,75.78,0.0,303.12,Sao Paulo,  BRAZIL  ,Farah Haddad
104739,2024-01-02,Lisa Cervantes,USB-C Charger,Electronics,10,32.75,0.0,327.5,Rio de Janeiro,Brazil,Farah Haddad
105902,2024-07-31,Bryan Herrera,Coffee Maker,Home & Kitchen,1,42.6,0.2,34.08,Barcelona,spain,David Kim
104194,2024-05-22,Jamie Arnold,Desk Lamp,Furniture,6,20.94,0.0,125.64,  SYDNEY  ,Australia,ivan petrov
102222,2023-02-12,  TAMMIE BRIGHT  ,Running Shoes,Apparel,9,87.94,0.0,791.46,Rio de Janeiro,brazil,Elena Petrova
102083,2024-08-15,Lisa Allen,Notebook Set,Office Supplies,10,8.07,0.0,80.7,Vancouver,Canada,George Okafor
104768,2023-06-28,Colleen Wright,Office Chair,Furniture,3,84.06,0.0,252.18,Mumbai,India,George Okafor
108223,2024-09-22,Maria Parker,4K Monitor,Electronics,4,322.53,0.15,1096.6,Osaka,Japan,Farah Haddad
101673,2023-03-14,Eugene Baldwin,Blender,Home & Kitchen,6,28.97,0.1,156.44,Houston,United States,George Okafor
108449,2023-04-19,Elaine Brooks,Printer Paper (Ream),Office Supplies,2,5.58,0.0,11.16,Melbourne,Australia,George Okafor
109990,2023-08-10,Amber Cooper,Notebook Set,Office Supplies,4,11.6,0.0,46.4,New York,united states,George Okafor
102843,2023-08-26,  MEGAN ADAMS  ,Desk Lamp,Furniture,9,59.85,0.0,538.65,Berlin,Germany,Elena Petrova
105817,2024-08-13,howard norman,Coffee Maker,Home & Kitchen,2,106.91,0.15,181.75,  VANCOUVER  ,Canada,Farah Haddad
109689,2023-11-23,matthew davis md,Notebook Set,Office Supplies,8,9.19,0.0,73.52,Lyon,France,Ivan Petrov
104198,2024-02-21,Casey Hernandez,Office Chair,Furniture,10,121.04,0.0,1210.4,Manchester,united kingdom,ivan petrov
108660,2023-09-13,Theodore Jones Jr.,  STANDING DESK  ,Furniture,5,215.57,0.0,1077.85,Madrid,  SPAIN  ,David Kim
101410,2024-12-10,,Printer Paper (Ream),Office Supplies,6,5.85,,29.83,,United States,Farah Haddad
103246,2024-02-01,Heather Bolton,Standing Desk,Furniture,9,489.6,0.05,4186.08,tokyo,  JAPAN  ,Carla Mendes
104213,2023-04-15,  FELICIA AGUILAR  ,Blender,Home & Kitchen,9,73.35,0.0,660.15,osaka,Japan,david kim
107021,2023-05-21,  REBECCA MARQUEZ  ,Winter Jacket,Apparel,9,86.81,0.2,625.03,sydney,Australia,  ALICE CARTER  
107481,2023-02-20,,Yoga Mat,Sports & Outdoors,1,41.19,,41.19,,Canada,David Kim
101171,2024-07-17,Katie Suarez,cookware set,Home & Kitchen,2,246.76,0.05,468.84,Melbourne,Australia,Farah Haddad
107094,2024-03-22,Christopher Bass,Mechanical Keyboard,Electronics,8,103.66,0.1,746.35,Manchester,United Kingdom,Julia Romano
105154,2024-10-06,Janice Petty,Desk Lamp,Furniture,1,38.18,0.0,38.18,Melbourne,Australia,Carla Mendes
101796,2024-03-09,Jessica Smith,bluetooth speaker,Electronics,4,28.48,0.15,96.83,London,  UNITED KINGDOM  ,Brian Nguyen
105486,2023-10-12,Jorge Stone,Wireless Mouse,Electronics,10,19.54,0.0,195.4,Berlin,Germany,George Okafor
106448,2024-10-10,James Tran,  COTTON T-SHIRT  ,Apparel,2,21.55,0.0,43.1,Dubai,United Arab Emirates,David Kim
108453,2024-01-07,David Wright,coffee maker,Home & Kitchen,4,142.96,0.05,543.25,Munich,  GERMANY  ,Carla Mendes
108373,2024-12-07,Brenda Gonzalez,usb-c charger,Electronics,4,27.63,0.15,93.94,manchester,United Kingdom,carla mendes
100519,2023-05-28,Jorge Stone,4K Monitor,Electronics,9,336.69,0.0,3030.21,Tokyo,Japan,Alice Carter
101244,2024-12-27,Megan Adams,Printer Paper (Ream),Office Supplies,7,10.87,0.05,72.29,Rio de Janeiro,brazil,Julia Romano
109458,2023-05-04,Maria Parker,Office Chair,Furniture,5,216.97,0.1,976.36,Houston,United States,Farah Haddad
104285,2023-09-13,pamela hill,Cotton T-Shirt,Apparel,6,27.88,0.0,167.28,Los Angeles,United States,Brian Nguyen
100458,2024-11-23,Taylor Carlson,Ballpoint Pens (Box),Office Supplies,9,8.3,0.0,74.7,New York,United States,Farah Haddad
109309,2024-08-11,Kathy Reid,Standing Desk,Furniture,6,472.42,0.15,2409.34,Delhi,  INDIA  ,Elena Petrova
105646,2023-02-04,Alexander Collins,Laptop Stand,Office Supplies,9,24.13,0.1,195.45,  MANCHESTER  ,United Kingdom,David Kim
106552,2023-10-15,Krista Gibson,Notebook Set,Office Supplies,7,11.31,0.2,63.34,Chicago,United States,Farah Haddad
108685,2024-11-25,Michelle Brown,Blender,Home & Kitchen,2,47.78,0.0,95.56,Lyon,France,Elena Petrova
102062,2023-01-04,Bonnie Santos,Cookware Set,Home & Kitchen,1,230.44,0.2,184.35,Munich,Germany,Brian Nguyen
106474,2023-07-02,Melissa Taylor,Cotton T-Shirt,Apparel,9,32.81,0.1,265.76,Delhi,India,Farah Haddad
101609,2023-11-04,Joshua Cooke,printer paper (ream),Office Supplies,2,11.57,0.05,21.98,  TOKYO  ,Japan,George Okafor
103823,2024-06-12,Dorothy Boyd,  STANDING DESK  ,Furniture,9,269.31,0.0,2423.79,Rio de Janeiro,Brazil,Alice Carter
100446,2024-06-13,William Herrera,Air Fryer,Home & Kitchen,5,142.44,0.0,712.2,Toronto,canada,Julia Romano
101941,2024-09-27,Michael Elliott,Running Shoes,Apparel,9,112.59,0.0,1013.31,  NEW YORK  ,United States,  BRIAN NGUYEN  
103314,2023-04-03,victor taylor,Water Bottle,Sports & Outdoors,5,24.27,0.1,109.22,Lyon,France,Alice Carter
108706,2023-08-26,Chelsea Gill,Water Bottle,Sports & Outdoors,3,23.57,0.15,60.1,Mumbai,India,Hana Suzuki
107342,2023-05-04,Paula Moreno,Office Chair,Furniture,2,208.66,0.2,333.86,los angeles,United States,Elena Petrova
103968,2024-12-21,Lydia Pham,Mechanical Keyboard,Electronics,8,106.11,0.05,806.44,Lyon,France,Carla Mendes
103220,2023-02-12,richard aguirre,cookware set,Home & Kitchen,7,97.85,0.0,684.95,Melbourne,  AUSTRALIA  ,Farah Haddad
103086,2023-06-04,  JONATHAN BROOKS  ,4K Monitor,Electronics,7,222.41,0.05,1479.03,  SAO PAULO  ,brazil,Hana Suzuki
109395,2023-03-31,Mrs. Diane Reyes,Standing Desk,Furniture,6,192.04,0.1,1037.02,London,United Kingdom,Carla Mendes
101988,2023-01-01,Jennifer Jones,usb-c charger,Electronics,4,30.11,0.1,108.4,Berlin,germany,Farah Haddad
105834,2024-11-01,Samuel Turner,Office Chair,Furniture,9,203.08,0.05,1736.33,Tokyo,  JAPAN  ,  FARAH HADDAD  
100597,2023-08-14,Austin Baker,Standing Desk,Furniture,7,207.14,0.2,1159.98,Madrid,Spain,David Kim
105485,2024-10-30,Jacqueline Mccoy,Air Fryer,Home & Kitchen,1,168.02,0.0,168.02,  CHICAGO  ,United States,carla mendes
101658,2023-04-03,Derrick Clayton,Laptop Stand,Office Supplies,2,24.95,0.0,49.9,Chicago,United States,Elena Petrova
103233,2024-11-25,Jennifer Jones,  4K MONITOR  ,Electronics,5,198.37,0.05,942.26,London,United Kingdom,hana suzuki
103707,2023-11-27,Raymond Le,USB-C Charger,Electronics,8,24.79,0.05,188.4,Rio de Janeiro,Brazil,elena petrova
106354,2023-03-26,Julie Delacruz,Coffee Maker,Home & Kitchen,10,69.15,0.0,691.5,Sao Paulo,Brazil,Elena Petrova
108655,2023-10-27,johnathan brown,Mechanical Keyboard,Electronics,7,96.68,0.0,676.76,Mumbai,India,Elena Petrova
109225,2024-02-20,Stephen Davis,  USB-C CHARGER  ,Electronics,6,40.83,0.0,244.98,Sao Paulo,Brazil,Alice Carter
105014,2024-01-24,Kyle Chambers,4K Monitor,Electronics,6,370.89,0.1,2002.81,  SYDNEY  ,Australia,Alice Carter
108792,2024-05-05,Claudia Jordan,mechanical keyboard,Electronics,4,119.87,0.1,431.53,Madrid,Spain,hana suzuki
101706,2023-06-06,Robert Arnold,Office Chair,Furniture,1,239.48,0.1,215.53,New York,United States,carla mendes
100197,2023-12-20,Melissa Martinez,Printer Paper (Ream),Office Supplies,1,6.03,0.0,6.03,Chicago,United States,julia romano
101135,2024-07-03,Katherine Welch,Running Shoes,Apparel,1,113.16,0.05,107.5,Delhi,India,Hana Suzuki
102862,2023-09-06,Gary Wells,Cotton T-Shirt,Apparel,5,29.74,0.15,126.39,New York,united states,ivan petrov
106372,2024-07-31,Erica Wilson,Mechanical Keyboard,Electronics,6,84.54,0.2,405.79,Mumbai,India,Ivan Petrov
102339,2023-12-22,Amy Ramirez,Coffee Maker,Home & Kitchen,6,113.87,0.2,546.58,  MANCHESTER  ,United Kingdom,George Okafor
105419,2023-06-28,Mr. Thomas Thompson,Ballpoint Pens (Box),Office Supplies,7,6.94,0.05,46.15,  SYDNEY  ,Australia,Julia Romano
104002,2023-09-19,Maria Cooke,Bluetooth Speaker,Electronics,3,44.82,0.1,121.01,Lyon,  FRANCE  ,George Okafor
108799,2024-07-03,Gregory King,Coffee Maker,Home & Kitchen,5,117.89,0.0,589.45,mumbai,India,Alice Carter
105511,2023-01-27,David Reed,Standing Desk,Furniture,10,283.42,0.2,2267.36,New York,united states,Julia Romano
102287,2024-07-29,Patricia Johnson,Yoga Mat,Sports & Outdoors,10,16.47,0.0,164.7,Lyon,  FRANCE  ,George Okafor
100020,2023-09-29,Lori Mason,4K Monitor,Electronics,8,182.1,0.1,1311.12,Vancouver,Canada,David Kim
103126,2024-02-04,Eric Rush,Laptop Stand,Office Supplies,2,26.21,0.05,49.8,  TORONTO  ,Canada,George Okafor
107880,2023-12-18,raymond chapman,Standing Desk,Furniture,8,303.63,0.0,2429.04,Dubai,United Arab Emirates,Brian Nguyen
104170,2024-05-02,Amber Martin,  YOGA MAT  ,Sports & Outdoors,7,28.99,0.1,182.64,Melbourne,Australia,David Kim
100316,2023-07-04,Mary Jackson,Bluetooth Speaker,Electronics,4,85.58,0.1,308.09,Delhi,India,Alice Carter
105640,2023-03-22,Hannah Luna,Office Chair,Furniture,7,248.1,0.2,1389.36,London,United Kingdom,brian nguyen
105579,2023-06-03,Allison Hill,Coffee Maker,Home & Kitchen,4,77.5,0.0,310.0,Sao Paulo,Brazil,Hana Suzuki
107149,2023-01-25,Victor Taylor,Camping Tent,Sports & Outdoors,10,210.53,0.15,1789.51,Manchester,United Kingdom,Carla Mendes
106206,2024-11-12,Cheyenne Horton,Cotton T-Shirt,Apparel,2,16.34,0.0,32.68,Dubai,united arab emirates,George Okafor
108432,2024-11-04,Michael Lewis,Cookware Set,Home & Kitchen,9,147.87,0.05,1264.29,Rio de Janeiro,Brazil,George Okafor
108308,2023-06-18,Andre Watson,bluetooth speaker,Electronics,10,26.8,0.05,254.6,  NEW YORK  ,United States,Alice Carter
103603,2024-09-03,Mr. Andrew Foster,Standing Desk,Furniture,2,495.92,0.0,991.84,Delhi,India,Alice Carter
100227,2023-10-25,Elizabeth Holmes,Desk Lamp,Furniture,3,37.98,0.0,113.94,los angeles,United States,David Kim
103690,2023-08-08,Sylvia Schroeder,Water Bottle,Sports & Outdoors,6,22.19,0.05,126.48,Paris,France,Hana Suzuki
102419,2023-06-07,Kara Sandoval,Air Fryer,Home & Kitchen,10,63.8,0.0,638.0,Berlin,Germany,Carla Mendes
102418,2023-05-26,Michele Hill,4K Monitor,Electronics,4,202.46,0.15,688.36,toronto,Canada,Alice Carter
102376,2023-07-21,Adam Burgess,Notebook Set,Office Supplies,8,11.56,0.05,87.86,Madrid,Spain,David Kim
102445,2023-05-21,Allen Mendez,Bluetooth Speaker,Electronics,10,82.38,0.15,700.23,Lyon,France,David Kim
102298,2024-05-03,  DENISE JONES  ,Winter Jacket,Apparel,3,102.6,0.0,307.8,Rio de Janeiro,Brazil,Hana Suzuki
103055,2023-08-02,Nicole Gonzalez,Wireless Mouse,Electronics,6,29.46,0.0,176.76,chicago,United States,Elena Petrova
102577,2024-08-25,Zachary Michael,running shoes,Apparel,10,124.02,0.2,992.16,Madrid,  SPAIN  ,David Kim
101445,2023-03-06,Stephanie Evans,USB-C Charger,Electronics,6,38.41,0.0,230.46,Delhi,India,David Kim
104713,2023-08-03,Michael Roberts,  DESK LAMP  ,Furniture,7,42.5,0.0,297.5,Vancouver,Canada,  HANA SUZUKI  
109853,2023-09-04,Jose Allen,Cotton T-Shirt,Apparel,2,22.28,0.05,42.33,Paris,France,Julia Romano
109673,2023-08-04,Adam Burgess,  MECHANICAL KEYBOARD  ,Electronics,5,59.39,0.15,252.41,paris,  FRANCE  ,Brian Nguyen
109945,2024-12-28,,standing desk,Furniture,2,390.11,,702.2,,canada,George Okafor
100477,2023-09-25,  JUDY BAKER  ,Bluetooth Speaker,Electronics,8,82.69,0.0,661.52,Chicago,United States,Ivan Petrov
106366,2023-08-24,Joel Jackson,Bluetooth Speaker,Electronics,8,37.09,0.0,296.72,Vancouver,Canada,Carla Mendes
105037,2023-09-30,  ARTHUR HAMILTON MD  ,Winter Jacket,Apparel,5,144.2,0.2,576.8,Melbourne,Australia,Farah Haddad
109128,2023-11-24,anna wheeler,Wireless Mouse,Electronics,9,25.44,0.0,228.96,Barcelona,Spain,David Kim
103568,2023-02-12,catherine davis,Air Fryer,Home & Kitchen,2,104.08,0.05,197.75,  TORONTO  ,canada,Ivan Petrov
100768,2024-05-26,Alexander Collins,Laptop Stand,Office Supplies,1,30.26,0.1,27.23,Vancouver,Canada,Elena Petrova
104785,2023-07-14,,  NOTEBOOK SET  ,Office Supplies,5,10.62,,47.79,,  GERMANY  ,Farah Haddad
101522,2024-12-03,Casey Chase,wireless mouse,Electronics,3,20.85,0.0,62.55,Lyon,france,Alice Carter
100708,2023-10-17,Pamela Hill,Bluetooth Speaker,Electronics,8,47.84,0.2,306.18,  VANCOUVER  ,Canada,Carla Mendes
